,index,Job Title,Avg Salary (K),Lower Salary (K),Upper Salary (K),Entry Level,Degree,Job Location (State),Company Name,Founded,Industry,Sector,Rating,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,Location,ZIP Codes,Size,Revenue,Job Title (Full),fips
618,787,Data Analyst,27.5,20,35,Senior,na,TN,FLEETCOR,2000,Financial Transaction Processing,Finance,2.7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Nashville,,5001 - 10000,$2 to $5 billion (USD),"Senior Operations Data Analyst, Call Center Operations",47037
619,788,Data Analyst,173.0,118,228,Senior,na,NJ,DTCC,1973,Brokerage Services,Finance,3.3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Jersey City,,1001 - 5000,$1 to $2 billion (USD),Senior Quantitative Analyst,34017
620,789,Data Scientist,105.5,82,129,na,na,TX,Applied Research Laboratories,na,Colleges & Universities,Education,3.7,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,Austin,,501 - 1000,Unknown / Non-Applicable,Geospatial Software Developer and Data Scientist,48015
621,790,Other Scientist,71.5,52,91,Senior,na,TX,Southwest Research Institute,1947,Research & Development,Business Services,3.9,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,San Antonio,,1001 - 5000,$500 million to $1 billion (USD),RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,48029
622,791,Other Scientist,74.0,47,101,Senior,MSc,NC,Reynolds American,1875,Consumer Products Manufacturing,Manufacturing,3.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Winston-Salem,,5001 - 10000,$10+ billion (USD),Senior Scientist - Toxicologist - Product Integrity (Stewardship),37067
623,794,Data Analyst,62.5,49,76,na,na,AL,Raytheon,1922,Aerospace & Defense,Aerospace & Defense,3.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Huntsville,,10000+,$10+ billion (USD),Systems Engineer II - Data Analyst,01089
624,795,Other Scientist,65.5,43,88,Senior,Phd,NC,RTI International,1958,Research & Development,Business Services,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Durham,,1001 - 5000,$500 million to $1 billion (USD),Senior Research Analytical Scientist-Non-Targeted Analysis,37063
625,797,Data Scientist,85.0,61,109,na,MSc,PA,DICK'S Sporting Goods - Corporate,1948,Sporting Goods Stores,Retail,3.8,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,Coraopolis,,10000+,$5 to $10 billion (USD),Data Scientist,42003
626,799,Data Scientist,147.5,113,182,Senior,Phd,MD,AstraZeneca,1913,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Gaithersburg,,10000+,$10+ billion (USD),Principal Data Scientist,24031
627,802,Data Scientist,161.5,124,199,na,na,NJ,TRANZACT,1989,Advertising & Marketing,Business Services,3.6,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,Fort Lee,,1001 - 5000,Unknown / Non-Applicable,Director Data Science,34003
628,803,Data Engineer,81.0,58,104,na,MSc,VA,Carilion Clinic,1899,Health Care Services & Hospitals,Health Care,3.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Roanoke,,10000+,$1 to $2 billion (USD),Data Engineer,51770
629,804,Data Analyst,72.5,52,93,Senior,na,PA,United BioSource,2003,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Blue Bell,,1001 - 5000,$100 to $500 million (USD),Sr Data Analyst - IT,
630,806,Data Engineer,139.0,97,181,Senior,na,CA,Figure Eight,2008,Computer Hardware & Software,Information Technology,3.9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,San Francisco,,51 - 200,$10 to $25 million (USD),Senior Data Engineer,06075
631,807,Data Engineer,136.5,100,173,Senior,na,CA,Tapjoy,2007,Internet,Information Technology,3.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,San Francisco,,201 - 500,$10 to $25 million (USD),Senior Data Engineer,06075
632,808,Data Analyst,83.0,58,108,Senior,na,NY,DoubleVerify,2008,Internet,Information Technology,3.2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,New York,,201 - 500,Unknown / Non-Applicable,Sr. Data Analyst,36061
633,809,Other Scientist,121.0,81,161,Senior,Phd,MA,Mitsubishi Electric Research Labs,1991,Research & Development,Business Services,4.6,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,Cambridge,,51 - 200,$5 to $10 million (USD),Research Scientist or Senior Research Scientist - Computer Vision,
634,810,Data Scientist,74.5,53,96,na,na,NY,Fareportal,2002,Travel Agencies,Travel & Tourism,3.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,,1001 - 5000,$2 to $5 billion (USD),Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,36061
635,811,Data Analyst,85.5,61,110,na,na,CA,"Rodan and Fields, LLC",2002,Beauty & Personal Accessories Stores,Retail,2.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,San Francisco,,501 - 1000,Unknown / Non-Applicable,Data Analyst Chemist - Quality System Contractor,06075
636,812,Other Scientist,80.5,65,96,Senior,MSc,NC,Reynolds American,1875,Consumer Products Manufacturing,Manufacturing,3.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Winston-Salem,,5001 - 10000,$10+ billion (USD),Senior Scientist - Biostatistician,37067
637,815,Other Scientist,167.5,115,220,Senior,Phd,MA,Mitsubishi Electric Research Labs,1991,Research & Development,Business Services,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,51 - 200,$5 to $10 million (USD),Research Scientist / Principal Research Scientist - Multiphysical Systems,
638,816,Machine Learning Engineer,107.5,71,144,na,Phd,PA,Software Engineering Institute,1984,Colleges & Universities,Education,2.6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Pittsburgh,,501 - 1000,Unknown / Non-Applicable,"Research Scientist, Machine Learning Department",42003
639,817,Data Analyst,44.5,32,57,na,na,WA,DESC,1979,Social Assistance,Non-Profit,3.4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Seattle,,501 - 1000,$25 to $50 million (USD),Foundational Community Supports Data Analyst,53033
640,818,Data Analyst,107.5,79,136,Senior,MSc,MD,Johns Hopkins Health Care,1889,Health Care Services & Hospitals,Health Care,3.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Glen Burnie,,1001 - 5000,$500 million to $1 billion (USD),"Senior Health Data Analyst, Star Ratings",24003
641,819,Other Scientist,132.5,120,145,Senior,Phd,MA,Kronos Bi,na,na,na,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,unknown,Unknown / Non-Applicable,"Principal Research Scientist/Team Lead, Medicinal Chemistry - Oncology",
642,820,Data Analyst,69.5,50,89,Senior,na,PA,Community Behavioral Health,1994,Health Care Services & Hospitals,Health Care,3.7,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Philadelphia,,201 - 500,$500 million to $1 billion (USD),Sr. Data Analyst,42101
643,821,Other Scientist,98.5,68,129,Senior,na,CA,Western Digital,1970,Computer Hardware & Software,Information Technology,3.5,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Milpitas,,10000+,$10+ billion (USD),"Senior Engineer, Data Management Engineering",06085
644,822,Other Scientist,80.5,48,113,na,na,MD,Advanced BioScience Laboratories,1961,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Rockville,,201 - 500,$25 to $50 million (USD),Quality Control Scientist III- Analytical Development,24031
645,823,Other Scientist,76.5,56,97,na,na,MA,FORMA THERAPEUTICS,2008,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Watertown,,51 - 200,$10 to $25 million (USD),"Clinical Scientist, Clinical Development",25017
646,824,Other Scientist,99.0,74,124,na,na,MD,Raytheon,1922,Aerospace & Defense,Aerospace & Defense,3.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,10000+,$10+ billion (USD),Software Engineer Staff Scientist: Human Language Technologies,24019
647,825,Data Scientist Project Manager,96.5,68,125,na,na,MA,Agios Pharmaceuticals,2008,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,501 - 1000,$50 to $100 million (USD),"Manager, Safety Scientist, Medical Safety & Risk Management",
648,826,Data Scientist,53.0,39,67,na,MSc,MA,Liberty Mutual Insurance,1912,Insurance Carriers,Insurance,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston,,10000+,$10+ billion (USD),"Assistant Director/Director, Office of Data Science",25025
649,827,Data Engineer,103.0,71,135,Senior,na,CA,Bridg,2011,Enterprise Software & Network Solutions,Information Technology,2.7,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Los Angeles,,1 - 50,Unknown / Non-Applicable,Sr. Data Engineer | Big Data SaaS Pipeline,06037
650,828,Data Scientist,139.5,107,172,Senior,MSc,CA,Bill.com,2006,Financial Transaction Processing,Finance,3.8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Palo Alto,,501 - 1000,$50 to $100 million (USD),Senior Risk Data Scientist,06085
651,829,Data Scientist,67.0,49,85,na,MSc,WA,Pacific Northwest National Laboratory,1965,Energy,"Oil, Gas, Energy & Utilities",3.8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Richland,,1001 - 5000,$500 million to $1 billion (USD),Data Scientist in Artificial Intelligence Early Career,53005
652,830,Data Analyst,62.5,54,71,na,na,CT,Infosys,1981,IT Services,Information Technology,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hartford,,10000+,$10+ billion (USD),Consultant - Analytics Consulting,09003
653,831,Other Scientist,92.0,61,123,na,na,MD,AstraZeneca,1913,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gaithersburg,,10000+,$10+ billion (USD),Scientist - CVRM Metabolism - in vivo pharmacology,24031
654,832,Data Analyst,66.0,47,85,na,na,NY,AXION Healthcare Solutions,1980,Health Care Services & Hospitals,Health Care,3.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,New York,,1 - 50,$10 to $25 million (USD),Data Analyst,36061
655,836,Data Engineer,94.5,65,124,na,MSc,CA,Alignment Healthcare,2013,Health Care Services & Hospitals,Health Care,3.5,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Orange,,501 - 1000,Unknown / Non-Applicable,Data Engineer,06059
656,837,Data Scientist,114.0,87,141,na,na,NJ,TRANZACT,1989,Advertising & Marketing,Business Services,3.6,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,Fort Lee,,1001 - 5000,Unknown / Non-Applicable,Data Scientist,34003
657,838,Data Scientist,75.5,56,95,na,na,NY,ExecOnline,2012,Education Training Services,Education,4.2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,New York,,51 - 200,Unknown / Non-Applicable,Data Scientist,36061
658,839,Data Scientist,96.0,71,121,na,Phd,MO,Charter Spectrum,na,Kna2 Education,Education,3.5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Maryland Heights,,1 - 50,$5 to $10 million (USD),Data Scientist,29189
659,840,Machine Learning Engineer,87.0,62,112,na,na,VA,Mteq,1954,Aerospace & Defense,Aerospace & Defense,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fort Belvoir,,501 - 1000,$100 to $500 million (USD),Machine Learning Engineer,51059
660,841,Data Scientist,86.0,64,108,na,MSc,MD,Brillient,2006,IT Services,Information Technology,3.7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Silver Spring,,201 - 500,$25 to $50 million (USD),Data Scientist,24031
661,845,Data Scientist,116.5,89,144,Senior,MSc,CA,Entefy,2012,Internet,Information Technology,4.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Palo Alto,,1 - 50,Unknown / Non-Applicable,Senior Data Scientist,06085
662,848,Other Scientist,154.5,109,200,Senior,Phd,MA,Sunovion,2010,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Marlborough,,1001 - 5000,$1 to $2 billion (USD),Senior Scientist (Neuroscience),25017
663,851,Data Analyst,48.5,35,62,na,MSc,CA,San Manuel Casino,1986,Gambling,"Arts, Entertainment & Recreation",3.6,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,Highland,,1001 - 5000,$100 to $500 million (USD),Marketing Data Analyst,06071
664,852,Machine Learning Engineer,87.0,61,113,na,na,KS,Cboe Global Markets,1973,Stock Exchanges,Finance,3.7,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Lenexa,,501 - 1000,$500 million to $1 billion (USD),Machine Learning Engineer - Regulatory,20091
665,853,Data Engineer,80.0,55,105,na,na,TX,Trace3,2002,IT Services,Information Technology,3.4,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Houston,,501 - 1000,$1 to $2 billion (USD),Data Engineer,48225
666,854,Other Scientist,44.5,37,52,na,na,TX,Texas Health Huguley Hospital,1977,Health Care Services & Hospitals,Health Care,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Burleson,,1001 - 5000,$50 to $100 million (USD),Medical Laboratory Scientist,48051
667,855,Data Scientist,173.0,135,211,Senior,MSc,CA,Northrop Grumman,1939,Aerospace & Defense,Aerospace & Defense,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Jose,,10000+,$10+ billion (USD),Principal Data Scientist,06085
668,856,Other Scientist,52.5,39,66,na,na,IL,Teasdale Latin Foods,na,Food & Beverage Manufacturing,Manufacturing,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hoopeston,,501 - 1000,$100 to $500 million (USD),R&D Specialist/ Food Scientist,17183
669,857,Data Engineer,68.5,57,80,na,na,AZ,Saama Technologies Inc,1997,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phoenix,,501 - 1000,Unknown / Non-Applicable,Data Engineer,04013
670,858,Other Scientist,95.0,63,127,Senior,Phd,MD,AstraZeneca,1913,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gaithersburg,,10000+,$10+ billion (USD),"Associate Principal Scientist, Pharmacogenomics",24031
671,859,Data Scientist,69.5,50,89,na,na,MA,MITRE,1958,Federal Agencies,Government,3.2,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,Bedford,,5001 - 10000,$1 to $2 billion (USD),Data Scientist - Systems Engineering,
672,860,Data Scientist,107.0,82,132,Senior,MSc,OH,The David J. Joseph Company,1885,Metals Brokers,Mining & Metals,4.4,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,Cincinnati,,201 - 500,Unknown / Non-Applicable,Senior Data Scientist,39061
673,861,Data Scientist,112.0,85,139,Senior,MSc,VA,The Buffalo Group,2010,IT Services,Information Technology,3.9,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Charlottesville,,501 - 1000,$100 to $500 million (USD),Data Scientist SR,51540
674,863,Data Scientist,96.5,72,121,na,MSc,DC,CompQsoft,1997,Consulting,Business Services,3.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Washington,,51 - 200,$10 to $25 million (USD),Data Scientist,11001
675,864,Other Scientist,111.5,74,149,na,Phd,CA,Cerus Corporation,na,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Concord,,201 - 500,$25 to $50 million (USD),"Scientist, Bacteriology",06013
676,866,Data Engineer,154.5,113,196,na,MSc,MA,Takeda Pharmaceuticals,1781,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.7,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,Cambridge,,10000+,$10+ billion (USD),"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",
677,867,Data Scientist,95.0,69,121,na,na,NY,"Remedy BPCI Partners, LLC.",2011,Health Care Services & Hospitals,Health Care,3.4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,New York,,201 - 500,Unknown / Non-Applicable,Data Scientist,36061
678,868,Data Scientist,97.5,71,124,na,na,NY,Strategic Financial Solutions,2007,Consumer Product Rental,Consumer Services,4.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,New York,,501 - 1000,Unknown / Non-Applicable,Data Scientist,36061
679,869,Data Scientist,128.5,97,160,Senior,na,IL,Maven Wave Partners,2008,Consulting,Business Services,4.4,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,Chicago,,201 - 500,$50 to $100 million (USD),Senior Data Scientist,17031
680,870,Machine Learning Engineer,124.0,81,167,Senior,Phd,PA,Software Engineering Institute,1984,Colleges & Universities,Education,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pittsburgh,,501 - 1000,Unknown / Non-Applicable,Senior Research Scientist-Machine Learning,42003
681,871,Data Scientist,194.0,150,238,Senior,na,CA,The Climate Corporation,2006,Enterprise Software & Network Solutions,Information Technology,3.2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,San Francisco,,501 - 1000,Unknown / Non-Applicable,Principal Data Scientist,06075
682,875,Other Scientist,65.0,49,81,na,na,CO,Vail Health,1966,Health Care Services & Hospitals,Health Care,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vail,,501 - 1000,$100 to $500 million (USD),Clinical Laboratory Scientist,08037
683,877,Data Analyst,50.0,35,65,na,na,UT,The Church of Jesus Christ of Latter-day Saints,na,Religious Organizations,Non-Profit,4.2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Salt Lake City,,10000+,Unknown / Non-Applicable,"Data Analyst 1, full-time contract worker for up to 12 months",49035
684,878,Data Scientist,104.5,77,132,na,MSc,NY,Crossix Solutions,2005,Advertising & Marketing,Business Services,3.5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,New York,,201 - 500,Unknown / Non-Applicable,Data Scientist,36061
685,879,Data Scientist,69.5,51,88,na,na,AZ,Solugenix Corporation,1969,IT Services,Information Technology,4.3,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,Phoenix,,201 - 500,$50 to $100 million (USD),Data Scientist,04013
686,880,Data Scientist,121.0,101,141,na,MSc,CA,West Coast University,1997,Colleges & Universities,Education,2.6,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,Irvine,,10000+,Unknown / Non-Applicable,Data Scientist,06059
687,881,Data Engineer,85.5,59,112,na,na,NC,Clarity Insights,2008,IT Services,Information Technology,4.2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Charlotte,,201 - 500,Unknown / Non-Applicable,Data Engineer - Consultant (Charlotte Based),37119
688,883,Data Engineer,113.0,79,147,na,na,CA,NCSOFT,1997,Video Games,Media,3.1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,Aliso Viejo,,1001 - 5000,$10+ billion (USD),Data Engineer,06059
689,884,Data Scientist,103.0,79,127,na,MSc,CA,SoftBank Robotics,2005,Consumer Products Manufacturing,Manufacturing,3.8,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,San Francisco,,201 - 500,$25 to $50 million (USD),Data Scientist (Warehouse Automation),06075
690,886,Other Scientist,90.5,62,119,na,MSc,MA,GSK,1830,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,10000+,$10+ billion (USD),"Scientist, Immuno-Oncology",
691,887,Data Scientist,153.0,119,187,Senior,na,CA,Factual,2008,Computer Hardware & Software,Information Technology,4.3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Los Angeles,,51 - 200,Unknown / Non-Applicable,Senior Data Scientist,06037
692,892,Data Scientist,106.5,81,132,Junior,na,VA,MITRE,1958,Federal Agencies,Government,3.2,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,McLean,,5001 - 10000,$1 to $2 billion (USD),Jr. Data Scientist,51059
693,893,Data Scientist,130.0,120,140,Senior,MSc,MI,SkySync,2011,Computer Hardware & Software,Information Technology,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ann Arbor,,51 - 200,Unknown / Non-Applicable,Senior Data Scientist,26161
694,895,Data Analyst,123.5,90,157,na,MSc,CA,TriNet,1988,Consulting,Business Services,3.3,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,Dublin,,1001 - 5000,$2 to $5 billion (USD),Products Data Analyst II,06001
695,896,Data Modeler,86.5,63,110,na,MSc,NY,Medidata Solutions,1999,Enterprise Software & Network Solutions,Information Technology,4.3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,New York,,1001 - 5000,$500 million to $1 billion (USD),Data Architect / Data Modeler,36061
696,897,Data Scientist Project Manager,64.0,42,86,na,na,CA,Central California Alliance for Health,1996,Health Care Services & Hospitals,Health Care,3.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Scotts Valley,,501 - 1000,$500 million to $1 billion (USD),Analytics Manager - Data Mart,06087
697,898,Data Analyst,47.0,32,62,Senior,na,NY,Signpost,2010,Internet,Information Technology,3.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,New York,,201 - 500,$10 to $25 million (USD),Lead Data Analyst,36061
698,899,Data Scientist,162.0,116,208,na,MSc,CA,Adobe,1982,Computer Hardware & Software,Information Technology,4.0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,San Jose,,10000+,$5 to $10 billion (USD),Data Science Engineer - Mobile,06085
699,900,Data Scientist,140.0,107,173,Senior,Phd,MD,AstraZeneca,1913,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Gaithersburg,,10000+,$10+ billion (USD),Senior Data Scientist Oncology,24031
700,901,Data Scientist,89.0,65,113,na,na,WA,"DatamanUSA, LLC",na,IT Services,Information Technology,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Olympia,,51 - 200,$5 to $10 million (USD),Data Scientist,53067
701,902,Data Engineer,98.0,69,127,Senior,MSc,TN,Pilot Flying J Travel Centers LLC,1958,Gas Stations,Retail,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Knoxville,,10000+,$10+ billion (USD),Sr. Data Engineer - Contract-to-Hire (Java),47093
702,904,Data Scientist,137.0,102,172,Senior,Phd,NY,AstraZeneca,1913,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,,10000+,$10+ billion (USD),Senior Data Scientist - R&D Oncology,36061
703,907,Data Engineer,99.0,74,124,na,MSc,CO,Pinnacol Assurance,1915,Insurance Carriers,Insurance,4.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Denver,,501 - 1000,$500 million to $1 billion (USD),Data Engineer,08031
704,909,Other Scientist,54.0,40,68,na,na,WI,Palermo's Pizza,1964,Food & Beverage Manufacturing,Manufacturing,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Milwaukee,,501 - 1000,Unknown / Non-Applicable,Food Scientist - Developer,55079
705,910,Data Engineer,109.0,76,142,Senior,na,TN,Equian LLC,2004,Health Care Services & Hospitals,Health Care,3.2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Franklin,,1001 - 5000,Unknown / Non-Applicable,Senior Data Engineer,47051
706,911,Data Engineer,109.0,76,142,na,MSc,MD,MetroStar Systems,1999,IT Services,Information Technology,3.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Rockville,,201 - 500,$25 to $50 million (USD),Data Engineer,24031
707,912,Data Scientist,139.5,108,171,Senior,MSc,MA,MathWorks,1984,Computer Hardware & Software,Information Technology,4.4,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Natick,,1001 - 5000,$1 to $2 billion (USD),Senior Data Scientist,25017
708,913,Data Scientist,254.0,202,306,na,MSc,IL,Liberty Mutual Insurance,1912,Insurance Carriers,Insurance,3.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Chicago,,10000+,$10+ billion (USD),"Director II, Data Science - GRM Actuarial",17031
709,914,Machine Learning Engineer,125.0,91,159,na,MSc,NY,Information Builders,1975,Computer Hardware & Software,Information Technology,3.2,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,New York,,1001 - 5000,Unknown / Non-Applicable,Machine Learning Engineer,36061
710,916,Data Scientist,106.5,80,133,Senior,MSc,MA,Novartis,1996,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.8,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,Cambridge,,10000+,$10+ billion (USD),"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",
711,919,Other Scientist,56.5,43,70,na,na,DE,Beebe Healthcare,1935,Health Care Services & Hospitals,Health Care,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Millville,,1001 - 5000,$100 to $500 million (USD),MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,10005
712,920,Other Scientist,73.0,49,97,na,Phd,CA,Audentes Therapeutics,2012,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South San Francisco,,201 - 500,Unknown / Non-Applicable,"Scientist, Molecular/Cellular Biologist",06081
713,921,Other Scientist,81.0,49,113,na,Phd,MD,Advanced BioScience Laboratories,1961,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Rockville,,201 - 500,$25 to $50 million (USD),Staff Scientist-Downstream Process Development,24031
714,924,Data Scientist,128.5,96,161,na,na,PA,"Numeric, LLC",na,Staffing & Outsourcing,Business Services,3.2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Philadelphia,,1 - 50,$5 to $10 million (USD),Data Scientist,42101
715,926,Other Scientist,99.5,65,134,na,na,NC,Reynolds American,1875,Consumer Products Manufacturing,Manufacturing,3.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Winston-Salem,,5001 - 10000,$10+ billion (USD),Scientist - Analytical Services,37067
716,928,Other Scientist,92.0,59,125,Senior,MSc,CA,23andMe,2006,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,South San Francisco,,501 - 1000,Unknown / Non-Applicable,"Associate Scientist / Sr. Associate Scientist, Antibody Discovery",06081
717,929,Data Analyst,45.5,32,59,na,na,OH,National Interstate,1989,Insurance Carriers,Insurance,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richfield,,501 - 1000,$500 million to $1 billion (USD),Associate Data Analyst- Graduate Development Program,39153
718,930,Data Engineer,122.5,87,158,Senior,na,IN,Moser Consulting,1996,Consulting,Business Services,4.5,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,Indianapolis,,51 - 200,$25 to $50 million (USD),Sr. Data Engineer,18097
